Sentiment,id,Date,Query,User,Tweet
0,2000084172,Mon Jun 01 21:22:44 PDT 2009,NO_QUERY,EmilyVU20,I am really bored and kinda sad becuse my cell phone died 
4,1831240343,Sun May 17 18:29:38 PDT 2009,NO_QUERY,Kwamz,@yddy Greatest Bestest Brilliantest Wonderfulest Funniest Everest Podcast! 
0,2252517759,Sat Jun 20 06:26:29 PDT 2009,NO_QUERY,crashworth,Scrum fail. Lineout fail. This could be embarassing 
0,2174675516,Sun Jun 14 23:03:45 PDT 2009,NO_QUERY,sexyeyesnj,im bord can't go to sleep and im really ready to go home!!!!! 
4,2062300388,Sat Jun 06 22:51:03 PDT 2009,NO_QUERY,jenifersf,"@ScoutNarrator That is, about the date. "
4,1557295637,Sun Apr 19 03:12:59 PDT 2009,NO_QUERY,gelaysky,is watching dinner impossible.  http://plurk.com/p/oyua6
0,1558612408,Sun Apr 19 08:54:03 PDT 2009,NO_QUERY,colbertobsessed,@phantom_roxs Aww!  Well I hope you enjoy whatever you're going to be watching.
0,2261208782,Sat Jun 20 20:25:57 PDT 2009,NO_QUERY,arkle,"The top 3 most downloaded episodes for Geek of all Trades are episodes 1, 2, and 5. I'm on #21. I peaked early didn't I? "
0,2232565062,Thu Jun 18 20:05:09 PDT 2009,NO_QUERY,mandduhh,"@ohhalexa i agree w/the avp! tarcy promised me soon when i saw him at bamboozle. but idk  @tarcyavp GET HERE, PLEASE!"
0,2236228935,Fri Jun 19 03:10:09 PDT 2009,NO_QUERY,dwaallicht,Oh no Artfire is down again and no-one over there awake yet to fix it 
4,2001994656,Tue Jun 02 02:47:16 PDT 2009,NO_QUERY,sarah_carter,"@supercoolkp yippee glad you can make it! was a tiny bit stressful..! but almost done now, just off into uni to present it all "
4,2056537089,Sat Jun 06 11:19:35 PDT 2009,NO_QUERY,wcoast1973,"@mstrange Well, I ask because when camping, one needs a nudge in their coffee .. just not sure if you can go overboard.  "
0,2013914772,Tue Jun 02 23:56:05 PDT 2009,NO_QUERY,PinkElephant73,@bedour 9aaaarat  Why all the Suki-hate? 
4,1957649424,Fri May 29 01:09:44 PDT 2009,NO_QUERY,johnnyteater,Can't rememeber the last time I was up till 4am....totally worth it though. Great night 
0,2183790248,Mon Jun 15 14:59:26 PDT 2009,NO_QUERY,deealmanza,@RobAlmanza sounds yummy  I want some. Enjoy!
0,2249079203,Fri Jun 19 21:41:00 PDT 2009,NO_QUERY,yobegnuol,@wolfbane at least you're up and running 
0,2048917582,Fri Jun 05 15:59:33 PDT 2009,NO_QUERY,lnzsho,im in need of a nap but i can tell i wont get one 
4,2070955523,Sun Jun 07 18:35:06 PDT 2009,NO_QUERY,Veronica_Vera,Home from Austin   Great seminar!!
0,1996946118,Mon Jun 01 15:58:43 PDT 2009,NO_QUERY,DangerAdamJonas,@jonas_twilight3 I am  It's ending soon though. 
0,2052300456,Sat Jun 06 00:16:22 PDT 2009,NO_QUERY,saydiemason,I'm sad from being told about a lady who lost a baby 
0,1833771053,Mon May 18 00:24:07 PDT 2009,NO_QUERY,ihenriksen,Fire drill where I am supposed to work today 
4,1978323676,Sat May 30 23:01:30 PDT 2009,NO_QUERY,toosweet4rnr,@cheth thanks! love elvis 
4,1966616625,Fri May 29 18:05:28 PDT 2009,NO_QUERY,bammitscristay,@blopez426 your mommy is funny  lol
0,2184855739,Mon Jun 15 16:31:14 PDT 2009,NO_QUERY,kescheler,"@ShanAubrey chillin??? Oh how I wish you were closer, so you could help me pack. "
0,1970929056,Sat May 30 05:41:30 PDT 2009,NO_QUERY,makieduardo,Sniff.. Transformers night cancelled 
0,1975371859,Sat May 30 15:01:11 PDT 2009,NO_QUERY,samchambz,@patkstereos i wish i could hear it  lucky i have the song blasting on my computer and im killing my ears so all good?
4,1826960973,Sun May 17 09:41:30 PDT 2009,NO_QUERY,ManshaMcCulley,"working, cleaning, and hopefully finding time to shop "
4,2015278280,Wed Jun 03 04:13:23 PDT 2009,NO_QUERY,KassxCourage,"Writing the myspace blog, tune in soon for the updates  lots of love."
0,2054415476,Sat Jun 06 07:18:10 PDT 2009,NO_QUERY,snklvr,Ugh!!!! Hangovers worst part of parties!! 
4,1956144901,Thu May 28 21:16:28 PDT 2009,NO_QUERY,rissastory,hi everyone  sorry i've just update now . i had so many homeworks and exams . and that those things made me crazy :|
0,2001118305,Mon Jun 01 23:53:47 PDT 2009,NO_QUERY,yajtyler,Running tonight? .. I think nott!  I just feel like it &amp; don't really NEED to tonight so I guess I haven't broke my pattern just yet. Yay!
0,2060711470,Sat Jun 06 19:25:49 PDT 2009,NO_QUERY,Malashaan,@mina_version wish I could too. Too many people like that guy in the world. 
0,1676423999,Fri May 01 22:00:21 PDT 2009,NO_QUERY,tweetpet,@astrid35  hungry!
0,2258710390,Sat Jun 20 16:22:13 PDT 2009,NO_QUERY,JessyxLin,I saw booboo at target about 6 times. We were about to go to the one in clark but we didn't 
0,1972845141,Sat May 30 09:59:52 PDT 2009,NO_QUERY,LexiStarGirl,"@lucylumcfly mmmmm yeah! History for me, suckkkky Vietnam! Hahaha my wet hair a dripping everywhere  x x x"
0,2201531567,Tue Jun 16 20:24:22 PDT 2009,NO_QUERY,superduperjes,And I already called in 10 days ago.  Am I gonna look like a chump? Gaaah.
4,1677410723,Sat May 02 01:56:24 PDT 2009,NO_QUERY,cheem,"@lokgotz hahaha, dont so humble la! Ok ape.....haha! Give only. Who knows eh!! "
4,2002430833,Tue Jun 02 04:11:31 PDT 2009,NO_QUERY,karenpurves,@WWisewolf Great questions - good people preparing marketing for business  http://twurl.nl/orbtms
0,1677508444,Sat May 02 02:27:24 PDT 2009,NO_QUERY,noabeeftw,Nobody woke me up for dinner! I'm sad 
0,1830576455,Sun May 17 17:08:06 PDT 2009,NO_QUERY,wowlew,isPlayer Has Died! Sorry 
4,2182329565,Mon Jun 15 13:01:36 PDT 2009,NO_QUERY,braghaggers,"@charliemcdowell http://twitpic.com/7fxh1 - Haha, awesome! "
0,2053504275,Sat Jun 06 04:47:26 PDT 2009,NO_QUERY,nmhx,"@jennyjardine aw if you want i dno :L  xx hnk thtss wht jillian is geeing her dno tbh  :L aw kool never heard it i will listen,shower now "
4,1827731134,Sun May 17 11:19:41 PDT 2009,NO_QUERY,Gothicwiccan16,I just left Coach. Walked out with a handbag and wristlet  so excited!!!
0,1989983826,Mon Jun 01 03:29:29 PDT 2009,NO_QUERY,ScottW75,"GH Smash hits demo tracks are: Rock and Roll all night by Kiss, Take me out by Franz Ferdinand, Woman by Wolfmother. "
4,1984327026,Sun May 31 14:53:24 PDT 2009,NO_QUERY,Rozzerz,i loooove my boy 
0,1692566436,Sun May 03 20:16:34 PDT 2009,NO_QUERY,ashleyraenolen,"@kelerycelery haha, it's a bit strange and i want more followerrrs.  but, i'm doing just fine and i miss you too. what about you?"
0,1564230910,Mon Apr 20 02:27:00 PDT 2009,NO_QUERY,Merkin,has put his back out  Not badly but enough to be inconvenient and painful.
4,1966749063,Fri May 29 18:19:46 PDT 2009,NO_QUERY,josephjudeang,My brother hopes to get to New Zealand for work... My sis hopes to join Shang's Boracay Resort and Spa soon... I wish them the best... 
0,2190436944,Tue Jun 16 02:43:39 PDT 2009,NO_QUERY,yummypudding,"@isacutie i have bangs.it was good. BUT!!!!! sa sobrang haba, i cut it. kaya ung sa middle part..shorter than the side part. "
0,2054492067,Sat Jun 06 07:28:18 PDT 2009,NO_QUERY,barrie,disc dog tweeps? JB is limping again from a bad landing yesterday   Can I teach her to land better or is it all my bad throwing??
4,2061299144,Sat Jun 06 20:34:53 PDT 2009,NO_QUERY,carriecc,@rickybraddy What part in NC? 
4,2008431200,Tue Jun 02 14:07:15 PDT 2009,NO_QUERY,amytaylor34543,Is watching spongeboob. 
0,1970214287,Sat May 30 02:55:48 PDT 2009,NO_QUERY,Jubie2o,Working til 3! Gas went up 10 cents 
0,2302614137,Tue Jun 23 17:03:17 PDT 2009,NO_QUERY,thayssantana,"@dougiepoynter Oh Dougie, i love you "
0,2239729717,Fri Jun 19 08:53:53 PDT 2009,NO_QUERY,car_uh,Another long &amp; busy day @ work. I can't believe I dont have a day off until next Saturday! 
4,1827888507,Sun May 17 11:39:24 PDT 2009,NO_QUERY,Eiwen,"@ricardobs Yes,he has tattoed even finger! xD But you have plenty time to get all them too xDDD LOL.. and he wears crazy caps "
0,2014188611,Wed Jun 03 00:43:44 PDT 2009,NO_QUERY,hannahmcfly,"@tommcfly  I realise too many people tweet and ask you this, but.... Just throwing it out there - I sound so pathetic...  Have a nice show"
